"year","canton","sex","marital_status","population"
2022,"Schwyz","Male","Single",39818
2022,"Schwyz","Male","Married, in a registered partnership",36644
2022,"Schwyz","Male","Widowed, partnership dissolved through death",1528
2022,"Schwyz","Male","Divorced, unmarried, partnership dissolved legally",6728
2022,"Schwyz","Female","Single",32207
2022,"Schwyz","Female","Married, in a registered partnership",35046
2022,"Schwyz","Female","Widowed, partnership dissolved through death",5708
2022,"Schwyz","Female","Divorced, unmarried, partnership dissolved legally",7233
2022,"Obwalden","Male","Single",9232
2022,"Obwalden","Male","Married, in a registered partnership",8642
2022,"Obwalden","Male","Widowed, partnership dissolved through death",366
2022,"Obwalden","Male","Divorced, unmarried, partnership dissolved legally",1333
2022,"Obwalden","Female","Single",7872
2022,"Obwalden","Female","Married, in a registered partnership",8358
2022,"Obwalden","Female","Widowed, partnership dissolved through death",1459
2022,"Obwalden","Female","Divorced, unmarried, partnership dissolved legally",1436
2022,"Nidwalden","Male","Single",10678
2022,"Nidwalden","Male","Married, in a registered partnership",9776
2022,"Nidwalden","Male","Widowed, partnership dissolved through death",456
2022,"Nidwalden","Male","Divorced, unmarried, partnership dissolved legally",1865
2022,"Nidwalden","Female","Single",8562
2022,"Nidwalden","Female","Married, in a registered partnership",9482
2022,"Nidwalden","Female","Widowed, partnership dissolved through death",1608
2022,"Nidwalden","Female","Divorced, unmarried, partnership dissolved legally",1980
2022,"Glarus","Male","Single",9740
2022,"Glarus","Male","Married, in a registered partnership",9148
2022,"Glarus","Male","Widowed, partnership dissolved through death",415
2022,"Glarus","Male","Divorced, unmarried, partnership dissolved legally",1669
2022,"Glarus","Female","Single",7890
2022,"Glarus","Female","Married, in a registered partnership",8785
2022,"Glarus","Female","Widowed, partnership dissolved through death",1845
2022,"Glarus","Female","Divorced, unmarried, partnership dissolved legally",1975
2022,"Zug","Male","Single",31211
2022,"Zug","Male","Married, in a registered partnership",29481
2022,"Zug","Male","Widowed, partnership dissolved through death",1102
2022,"Zug","Male","Divorced, unmarried, partnership dissolved legally",4773
2022,"Zug","Female","Single",26749
2022,"Zug","Female","Married, in a registered partnership",28155
2022,"Zug","Female","Widowed, partnership dissolved through death",3992
2022,"Zug","Female","Divorced, unmarried, partnership dissolved legally",5693
2022,"Fribourg / Freiburg","Male","Single",84051
2022,"Fribourg / Freiburg","Male","Married, in a registered partnership",67778
2022,"Fribourg / Freiburg","Male","Widowed, partnership dissolved through death",2808
2022,"Fribourg / Freiburg","Male","Divorced, unmarried, partnership dissolved legally",12920
2022,"Fribourg / Freiburg","Female","Single",73632
2022,"Fribourg / Freiburg","Female","Married, in a registered partnership",66126
2022,"Fribourg / Freiburg","Female","Widowed, partnership dissolved through death",10967
2022,"Fribourg / Freiburg","Female","Divorced, unmarried, partnership dissolved legally",16151
2022,"Solothurn","Male","Single",65039
2022,"Solothurn","Male","Married, in a registered partnership",61644
2022,"Solothurn","Male","Widowed, partnership dissolved through death",3020
2022,"Solothurn","Male","Divorced, unmarried, partnership dissolved legally",11444
2022,"Solothurn","Female","Single",55373
2022,"Solothurn","Female","Married, in a registered partnership",60197
2022,"Solothurn","Female","Widowed, partnership dissolved through death",11038
2022,"Solothurn","Female","Divorced, unmarried, partnership dissolved legally",14612
2022,"Basel-Stadt","Male","Single",50828
2022,"Basel-Stadt","Male","Married, in a registered partnership",35497
2022,"Basel-Stadt","Male","Widowed, partnership dissolved through death",1893
2022,"Basel-Stadt","Male","Divorced, unmarried, partnership dissolved legally",7697
2022,"Basel-Stadt","Female","Single",47332
2022,"Basel-Stadt","Female","Married, in a registered partnership",34313
2022,"Basel-Stadt","Female","Widowed, partnership dissolved through death",7655
2022,"Basel-Stadt","Female","Divorced, unmarried, partnership dissolved legally",11534
2022,"Basel-Landschaft","Male","Single",64607
2022,"Basel-Landschaft","Male","Married, in a registered partnership",65697
2022,"Basel-Landschaft","Male","Widowed, partnership dissolved through death",3383
2022,"Basel-Landschaft","Male","Divorced, unmarried, partnership dissolved legally",10748
2022,"Basel-Landschaft","Female","Single",57192
2022,"Basel-Landschaft","Female","Married, in a registered partnership",64858
2022,"Basel-Landschaft","Female","Widowed, partnership dissolved through death",12454
2022,"Basel-Landschaft","Female","Divorced, unmarried, partnership dissolved legally",15459
2022,"Schaffhausen","Male","Single",19359
2022,"Schaffhausen","Male","Married, in a registered partnership",18765
2022,"Schaffhausen","Male","Widowed, partnership dissolved through death",897
2022,"Schaffhausen","Male","Divorced, unmarried, partnership dissolved legally",3291
2022,"Schaffhausen","Female","Single",16339
2022,"Schaffhausen","Female","Married, in a registered partnership",18312
2022,"Schaffhausen","Female","Widowed, partnership dissolved through death",3627
2022,"Schaffhausen","Female","Divorced, unmarried, partnership dissolved legally",4613
2022,"Appenzell Ausserrhoden","Male","Single",13131
2022,"Appenzell Ausserrhoden","Male","Married, in a registered partnership",12126
2022,"Appenzell Ausserrhoden","Male","Widowed, partnership dissolved through death",564
2022,"Appenzell Ausserrhoden","Male","Divorced, unmarried, partnership dissolved legally",2293
2022,"Appenzell Ausserrhoden","Female","Single",10885
2022,"Appenzell Ausserrhoden","Female","Married, in a registered partnership",11875
2022,"Appenzell Ausserrhoden","Female","Widowed, partnership dissolved through death",2181
2022,"Appenzell Ausserrhoden","Female","Divorced, unmarried, partnership dissolved legally",2702
2022,"Appenzell Innerrhoden","Male","Single",4134
2022,"Appenzell Innerrhoden","Male","Married, in a registered partnership",3579
2022,"Appenzell Innerrhoden","Male","Widowed, partnership dissolved through death",169
2022,"Appenzell Innerrhoden","Male","Divorced, unmarried, partnership dissolved legally",525
2022,"Appenzell Innerrhoden","Female","Single",3286
2022,"Appenzell Innerrhoden","Female","Married, in a registered partnership",3475
2022,"Appenzell Innerrhoden","Female","Widowed, partnership dissolved through death",686
2022,"Appenzell Innerrhoden","Female","Divorced, unmarried, partnership dissolved legally",561
2022,"St. Gallen","Male","Single",126297
2022,"St. Gallen","Male","Married, in a registered partnership",113928
2022,"St. Gallen","Male","Widowed, partnership dissolved through death",4985
2022,"St. Gallen","Male","Divorced, unmarried, partnership dissolved legally",19296
2022,"St. Gallen","Female","Single",105481
2022,"St. Gallen","Female","Married, in a registered partnership",111081
2022,"St. Gallen","Female","Widowed, partnership dissolved through death",19459
2022,"St. Gallen","Female","Divorced, unmarried, partnership dissolved legally",25397
2022,"Graubünden / Grigioni / Grischun","Male","Single",46978
2022,"Graubünden / Grigioni / Grischun","Male","Married, in a registered partnership",44504
2022,"Graubünden / Grigioni / Grischun","Male","Widowed, partnership dissolved through death",2234
2022,"Graubünden / Grigioni / Grischun","Male","Divorced, unmarried, partnership dissolved legally",8039
2022,"Graubünden / Grigioni / Grischun","Female","Single",40033
2022,"Graubünden / Grigioni / Grischun","Female","Married, in a registered partnership",42597
2022,"Graubünden / Grigioni / Grischun","Female","Widowed, partnership dissolved through death",8507
2022,"Graubünden / Grigioni / Grischun","Female","Divorced, unmarried, partnership dissolved legally",9636
2022,"Aargau","Male","Single",166974
2022,"Aargau","Male","Married, in a registered partnership",157719
2022,"Aargau","Male","Widowed, partnership dissolved through death",6740
2022,"Aargau","Male","Divorced, unmarried, partnership dissolved legally",26290
2022,"Aargau","Female","Single",141314
2022,"Aargau","Female","Married, in a registered partnership",153797
2022,"Aargau","Female","Widowed, partnership dissolved through death",24354
2022,"Aargau","Female","Divorced, unmarried, partnership dissolved legally",33983
2022,"Thurgau","Male","Single",67610
2022,"Thurgau","Male","Married, in a registered partnership",64251
2022,"Thurgau","Male","Widowed, partnership dissolved through death",2708
2022,"Thurgau","Male","Divorced, unmarried, partnership dissolved legally",11469
2022,"Thurgau","Female","Single",56560
2022,"Thurgau","Female","Married, in a registered partnership",62516
2022,"Thurgau","Female","Widowed, partnership dissolved through death",10201
2022,"Thurgau","Female","Divorced, unmarried, partnership dissolved legally",14321
2022,"Ticino","Male","Single",80732
2022,"Ticino","Male","Married, in a registered partnership",74178
2022,"Ticino","Male","Widowed, partnership dissolved through death",3929
2022,"Ticino","Male","Divorced, unmarried, partnership dissolved legally",13495
2022,"Ticino","Female","Single",72463
2022,"Ticino","Female","Married, in a registered partnership",72395
2022,"Ticino","Female","Widowed, partnership dissolved through death",17452
2022,"Ticino","Female","Divorced, unmarried, partnership dissolved legally",19372
2022,"Vaud","Male","Single",212344
2022,"Vaud","Male","Married, in a registered partnership",158817
2022,"Vaud","Male","Widowed, partnership dissolved through death",6302
2022,"Vaud","Male","Divorced, unmarried, partnership dissolved legally",30695
2022,"Vaud","Female","Single",193636
2022,"Vaud","Female","Married, in a registered partnership",156181
2022,"Vaud","Female","Widowed, partnership dissolved through death",27379
2022,"Vaud","Female","Divorced, unmarried, partnership dissolved legally",44992
2022,"Valais / Wallis","Male","Single",83940
2022,"Valais / Wallis","Male","Married, in a registered partnership",75341
2022,"Valais / Wallis","Male","Widowed, partnership dissolved through death",3675
2022,"Valais / Wallis","Male","Divorced, unmarried, partnership dissolved legally",14852
2022,"Valais / Wallis","Female","Single",73370
2022,"Valais / Wallis","Female","Married, in a registered partnership",73147
2022,"Valais / Wallis","Female","Widowed, partnership dissolved through death",14991
2022,"Valais / Wallis","Female","Divorced, unmarried, partnership dissolved legally",17920
2022,"Neuchâtel","Male","Single",43656
2022,"Neuchâtel","Male","Married, in a registered partnership",33098
2022,"Neuchâtel","Male","Widowed, partnership dissolved through death",1745
2022,"Neuchâtel","Male","Divorced, unmarried, partnership dissolved legally",8153
2022,"Neuchâtel","Female","Single",38460
2022,"Neuchâtel","Female","Married, in a registered partnership",32709
2022,"Neuchâtel","Female","Widowed, partnership dissolved through death",7405
2022,"Neuchâtel","Female","Divorced, unmarried, partnership dissolved legally",11338
2022,"Genève","Male","Single",129417
2022,"Genève","Male","Married, in a registered partnership",95935
2022,"Genève","Male","Widowed, partnership dissolved through death",3694
2022,"Genève","Male","Divorced, unmarried, partnership dissolved legally",19938
2022,"Genève","Female","Single",124245
2022,"Genève","Female","Married, in a registered partnership",93449
2022,"Genève","Female","Widowed, partnership dissolved through death",16289
2022,"Genève","Female","Divorced, unmarried, partnership dissolved legally",31108
2022,"Jura","Male","Single",17766
2022,"Jura","Male","Married, in a registered partnership",14857
2022,"Jura","Male","Widowed, partnership dissolved through death",827
2022,"Jura","Male","Divorced, unmarried, partnership dissolved legally",3112
2022,"Jura","Female","Single",15112
2022,"Jura","Female","Married, in a registered partnership",14699
2022,"Jura","Female","Widowed, partnership dissolved through death",3534
2022,"Jura","Female","Divorced, unmarried, partnership dissolved legally",3947
2023,"Switzerland","Male","Single",2195839
2023,"Switzerland","Male","Married, in a registered partnership",1834076
2023,"Switzerland","Male","Widowed, partnership dissolved through death",82717
2023,"Switzerland","Male","Divorced, unmarried, partnership dissolved legally",338355
2023,"Switzerland","Female","Single",1932152
2023,"Switzerland","Female","Married, in a registered partnership",1793567
2023,"Switzerland","Female","Widowed, partnership dissolved through death",321173
2023,"Switzerland","Female","Divorced, unmarried, partnership dissolved legally",463040
2023,"Zürich","Male","Single",412543
2023,"Zürich","Male","Married, in a registered partnership",318134
2023,"Zürich","Male","Widowed, partnership dissolved through death",13117
2023,"Zürich","Male","Divorced, unmarried, partnership dissolved legally",57095
2023,"Zürich","Female","Single",363604
2023,"Zürich","Female","Married, in a registered partnership",309307
2023,"Zürich","Female","Widowed, partnership dissolved through death",48911
2023,"Zürich","Female","Divorced, unmarried, partnership dissolved legally",82560
2023,"Bern / Berne","Male","Single",252003
2023,"Bern / Berne","Male","Married, in a registered partnership",217971
2023,"Bern / Berne","Male","Widowed, partnership dissolved through death",11315
2023,"Bern / Berne","Male","Divorced, unmarried, partnership dissolved legally",40887
2023,"Bern / Berne","Female","Single",226539
2023,"Bern / Berne","Female","Married, in a registered partnership",215616
2023,"Bern / Berne","Female","Widowed, partnership dissolved through death",42786
2023,"Bern / Berne","Female","Divorced, unmarried, partnership dissolved legally",56233
2023,"Luzern","Male","Single",107790
2023,"Luzern","Male","Married, in a registered partnership",90432
2023,"Luzern","Male","Widowed, partnership dissolved through death",3834
2023,"Luzern","Male","Divorced, unmarried, partnership dissolved legally",13941
2023,"Luzern","Female","Single",94035
2023,"Luzern","Female","Married, in a registered partnership",88767
2023,"Luzern","Female","Widowed, partnership dissolved through death",15121
2023,"Luzern","Female","Divorced, unmarried, partnership dissolved legally",18788
2023,"Uri","Male","Single",9111
2023,"Uri","Male","Married, in a registered partnership",8743
2023,"Uri","Male","Widowed, partnership dissolved through death",401
2023,"Uri","Male","Divorced, unmarried, partnership dissolved legally",1087
2023,"Uri","Female","Single",7256
2023,"Uri","Female","Married, in a registered partnership",8511
2023,"Uri","Female","Widowed, partnership dissolved through death",1587
2023,"Uri","Female","Divorced, unmarried, partnership dissolved legally",1234
2023,"Schwyz","Male","Single",40518
2023,"Schwyz","Male","Married, in a registered partnership",36920
2023,"Schwyz","Male","Widowed, partnership dissolved through death",1554
2023,"Schwyz","Male","Divorced, unmarried, partnership dissolved legally",6880
2023,"Schwyz","Female","Single",32879
2023,"Schwyz","Female","Married, in a registered partnership",35312
2023,"Schwyz","Female","Widowed, partnership dissolved through death",5813
2023,"Schwyz","Female","Divorced, unmarried, partnership dissolved legally",7515
2023,"Obwalden","Male","Single",9413
2023,"Obwalden","Male","Married, in a registered partnership",8663
2023,"Obwalden","Male","Widowed, partnership dissolved through death",384
2023,"Obwalden","Male","Divorced, unmarried, partnership dissolved legally",1386
2023,"Obwalden","Female","Single",7979
2023,"Obwalden","Female","Married, in a registered partnership",8428
2023,"Obwalden","Female","Widowed, partnership dissolved through death",1495
2023,"Obwalden","Female","Divorced, unmarried, partnership dissolved legally",1518
2023,"Nidwalden","Male","Single",10804
2023,"Nidwalden","Male","Married, in a registered partnership",9871
2023,"Nidwalden","Male","Widowed, partnership dissolved through death",468
2023,"Nidwalden","Male","Divorced, unmarried, partnership dissolved legally",1874
2023,"Nidwalden","Female","Single",8740
2023,"Nidwalden","Female","Married, in a registered partnership",9594
2023,"Nidwalden","Female","Widowed, partnership dissolved through death",1631
2023,"Nidwalden","Female","Divorced, unmarried, partnership dissolved legally",2021
2023,"Glarus","Male","Single",9974
2023,"Glarus","Male","Married, in a registered partnership",9167
2023,"Glarus","Male","Widowed, partnership dissolved through death",423
2023,"Glarus","Male","Divorced, unmarried, partnership dissolved legally",1705
2023,"Glarus","Female","Single",8114
2023,"Glarus","Female","Married, in a registered partnership",8804
2023,"Glarus","Female","Widowed, partnership dissolved through death",1815
2023,"Glarus","Female","Divorced, unmarried, partnership dissolved legally",2047
2023,"Zug","Male","Single",31696
2023,"Zug","Male","Married, in a registered partnership",29505
2023,"Zug","Male","Widowed, partnership dissolved through death",1090
2023,"Zug","Male","Divorced, unmarried, partnership dissolved legally",4883
2023,"Zug","Female","Single",27231
2023,"Zug","Female","Married, in a registered partnership",28235
2023,"Zug","Female","Widowed, partnership dissolved through death",4024
2023,"Zug","Female","Divorced, unmarried, partnership dissolved legally",5883
2023,"Fribourg / Freiburg","Male","Single",86494
2023,"Fribourg / Freiburg","Male","Married, in a registered partnership",68207
2023,"Fribourg / Freiburg","Male","Widowed, partnership dissolved through death",2855
2023,"Fribourg / Freiburg","Male","Divorced, unmarried, partnership dissolved legally",13317
2023,"Fribourg / Freiburg","Female","Single",75992
2023,"Fribourg / Freiburg","Female","Married, in a registered partnership",66801
2023,"Fribourg / Freiburg","Female","Widowed, partnership dissolved through death",11003
2023,"Fribourg / Freiburg","Female","Divorced, unmarried, partnership dissolved legally",16812
2023,"Solothurn","Male","Single",66679
2023,"Solothurn","Male","Married, in a registered partnership",62086
2023,"Solothurn","Male","Widowed, partnership dissolved through death",3055
2023,"Solothurn","Male","Divorced, unmarried, partnership dissolved legally",11728
2023,"Solothurn","Female","Single",56506
2023,"Solothurn","Female","Married, in a registered partnership",60707
2023,"Solothurn","Female","Widowed, partnership dissolved through death",11021
2023,"Solothurn","Female","Divorced, unmarried, partnership dissolved legally",15014
2023,"Basel-Stadt","Male","Single",52058
2023,"Basel-Stadt","Male","Married, in a registered partnership",35655
2023,"Basel-Stadt","Male","Widowed, partnership dissolved through death",1845
2023,"Basel-Stadt","Male","Divorced, unmarried, partnership dissolved legally",7787
2023,"Basel-Stadt","Female","Single",48703
2023,"Basel-Stadt","Female","Married, in a registered partnership",34659
2023,"Basel-Stadt","Female","Widowed, partnership dissolved through death",7521
2023,"Basel-Stadt","Female","Divorced, unmarried, partnership dissolved legally",11770
2023,"Basel-Landschaft","Male","Single",66298
2023,"Basel-Landschaft","Male","Married, in a registered partnership",65887
2023,"Basel-Landschaft","Male","Widowed, partnership dissolved through death",3419
2023,"Basel-Landschaft","Male","Divorced, unmarried, partnership dissolved legally",10948
2023,"Basel-Landschaft","Female","Single",58619
2023,"Basel-Landschaft","Female","Married, in a registered partnership",65267
2023,"Basel-Landschaft","Female","Widowed, partnership dissolved through death",12479
2023,"Basel-Landschaft","Female","Divorced, unmarried, partnership dissolved legally",15885
2023,"Schaffhausen","Male","Single",20036
2023,"Schaffhausen","Male","Married, in a registered partnership",18979
2023,"Schaffhausen","Male","Widowed, partnership dissolved through death",891
2023,"Schaffhausen","Male","Divorced, unmarried, partnership dissolved legally",3412
2023,"Schaffhausen","Female","Single",16889
2023,"Schaffhausen","Female","Married, in a registered partnership",18510
2023,"Schaffhausen","Female","Widowed, partnership dissolved through death",3644
2023,"Schaffhausen","Female","Divorced, unmarried, partnership dissolved legally",4733
2023,"Appenzell Ausserrhoden","Male","Single",13336
2023,"Appenzell Ausserrhoden","Male","Married, in a registered partnership",12205
2023,"Appenzell Ausserrhoden","Male","Widowed, partnership dissolved through death",563
2023,"Appenzell Ausserrhoden","Male","Divorced, unmarried, partnership dissolved legally",2332
2023,"Appenzell Ausserrhoden","Female","Single",11114
2023,"Appenzell Ausserrhoden","Female","Married, in a registered partnership",11992
2023,"Appenzell Ausserrhoden","Female","Widowed, partnership dissolved through death",2200
2023,"Appenzell Ausserrhoden","Female","Divorced, unmarried, partnership dissolved legally",2747
2023,"Appenzell Innerrhoden","Male","Single",4220
2023,"Appenzell Innerrhoden","Male","Married, in a registered partnership",3592
2023,"Appenzell Innerrhoden","Male","Widowed, partnership dissolved through death",174
2023,"Appenzell Innerrhoden","Male","Divorced, unmarried, partnership dissolved legally",532
2023,"Appenzell Innerrhoden","Female","Single",3304
2023,"Appenzell Innerrhoden","Female","Married, in a registered partnership",3516
2023,"Appenzell Innerrhoden","Female","Widowed, partnership dissolved through death",672
2023,"Appenzell Innerrhoden","Female","Divorced, unmarried, partnership dissolved legally",575
2023,"St. Gallen","Male","Single",129158
2023,"St. Gallen","Male","Married, in a registered partnership",115111
2023,"St. Gallen","Male","Widowed, partnership dissolved through death",5067
2023,"St. Gallen","Male","Divorced, unmarried, partnership dissolved legally",19701
2023,"St. Gallen","Female","Single",107994
2023,"St. Gallen","Female","Married, in a registered partnership",112409
2023,"St. Gallen","Female","Widowed, partnership dissolved through death",19515
2023,"St. Gallen","Female","Divorced, unmarried, partnership dissolved legally",26061
2023,"Graubünden / Grigioni / Grischun","Male","Single",47793
2023,"Graubünden / Grigioni / Grischun","Male","Married, in a registered partnership",44619
2023,"Graubünden / Grigioni / Grischun","Male","Widowed, partnership dissolved through death",2271
2023,"Graubünden / Grigioni / Grischun","Male","Divorced, unmarried, partnership dissolved legally",8234
2023,"Graubünden / Grigioni / Grischun","Female","Single",40817
2023,"Graubünden / Grigioni / Grischun","Female","Married, in a registered partnership",42787
2023,"Graubünden / Grigioni / Grischun","Female","Widowed, partnership dissolved through death",8458
2023,"Graubünden / Grigioni / Grischun","Female","Divorced, unmarried, partnership dissolved legally",9890
2023,"Aargau","Male","Single",172160
2023,"Aargau","Male","Married, in a registered partnership",159888
2023,"Aargau","Male","Widowed, partnership dissolved through death",6864
2023,"Aargau","Male","Divorced, unmarried, partnership dissolved legally",27017
2023,"Aargau","Female","Single",145570
2023,"Aargau","Female","Married, in a registered partnership",155867
2023,"Aargau","Female","Widowed, partnership dissolved through death",24449
2023,"Aargau","Female","Divorced, unmarried, partnership dissolved legally",35005
2023,"Thurgau","Male","Single",69454
2023,"Thurgau","Male","Married, in a registered partnership",65011
2023,"Thurgau","Male","Widowed, partnership dissolved through death",2764
2023,"Thurgau","Male","Divorced, unmarried, partnership dissolved legally",11640
2023,"Thurgau","Female","Single",58025
2023,"Thurgau","Female","Married, in a registered partnership",63412
2023,"Thurgau","Female","Widowed, partnership dissolved through death",10247
2023,"Thurgau","Female","Divorced, unmarried, partnership dissolved legally",14645
2023,"Ticino","Male","Single",82473
2023,"Ticino","Male","Married, in a registered partnership",74016
2023,"Ticino","Male","Widowed, partnership dissolved through death",3993
2023,"Ticino","Male","Divorced, unmarried, partnership dissolved legally",13670
2023,"Ticino","Female","Single",73944
2023,"Ticino","Female","Married, in a registered partnership",72440
2023,"Ticino","Female","Widowed, partnership dissolved through death",17330
2023,"Ticino","Female","Divorced, unmarried, partnership dissolved legally",19837
2023,"Vaud","Male","Single",218765
2023,"Vaud","Male","Married, in a registered partnership",159347
2023,"Vaud","Male","Widowed, partnership dissolved through death",6331
2023,"Vaud","Male","Divorced, unmarried, partnership dissolved legally",31185
2023,"Vaud","Female","Single",199560
2023,"Vaud","Female","Married, in a registered partnership",157127
2023,"Vaud","Female","Widowed, partnership dissolved through death",27336
2023,"Vaud","Female","Divorced, unmarried, partnership dissolved legally",46014
2023,"Valais / Wallis","Male","Single",87232
2023,"Valais / Wallis","Male","Married, in a registered partnership",76028
2023,"Valais / Wallis","Male","Widowed, partnership dissolved through death",3714
2023,"Valais / Wallis","Male","Divorced, unmarried, partnership dissolved legally",15395
2023,"Valais / Wallis","Female","Single",75905
2023,"Valais / Wallis","Female","Married, in a registered partnership",73829
2023,"Valais / Wallis","Female","Widowed, partnership dissolved through death",14966
2023,"Valais / Wallis","Female","Divorced, unmarried, partnership dissolved legally",18677
2023,"Neuchâtel","Male","Single",44653
2023,"Neuchâtel","Male","Married, in a registered partnership",32871
2023,"Neuchâtel","Male","Widowed, partnership dissolved through death",1766
2023,"Neuchâtel","Male","Divorced, unmarried, partnership dissolved legally",8259
2023,"Neuchâtel","Female","Single",39242
2023,"Neuchâtel","Female","Married, in a registered partnership",32561
2023,"Neuchâtel","Female","Widowed, partnership dissolved through death",7354
2023,"Neuchâtel","Female","Divorced, unmarried, partnership dissolved legally",11576
2023,"Genève","Male","Single",133126
2023,"Genève","Male","Married, in a registered partnership",96351
2023,"Genève","Male","Widowed, partnership dissolved through death",3713
2023,"Genève","Male","Divorced, unmarried, partnership dissolved legally",20280
2023,"Genève","Female","Single",128213
2023,"Genève","Female","Married, in a registered partnership",94460
2023,"Genève","Female","Widowed, partnership dissolved through death",16266
2023,"Genève","Female","Divorced, unmarried, partnership dissolved legally",31935
2023,"Jura","Male","Single",18052
2023,"Jura","Male","Married, in a registered partnership",14817
2023,"Jura","Male","Widowed, partnership dissolved through death",846
2023,"Jura","Male","Divorced, unmarried, partnership dissolved legally",3180
2023,"Jura","Female","Single",15378
2023,"Jura","Female","Married, in a registered partnership",14649
2023,"Jura","Female","Widowed, partnership dissolved through death",3529
2023,"Jura","Female","Divorced, unmarried, partnership dissolved legally",4065
2024,"Switzerland","Male","Single",2235042
2024,"Switzerland","Male","Married, in a registered partnership",1837200
2024,"Switzerland","Male","Widowed, partnership dissolved through death",83500
2024,"Switzerland","Male","Divorced, unmarried, partnership dissolved legally",344065
2024,"Switzerland","Female","Single",1962290
2024,"Switzerland","Female","Married, in a registered partnership",1796027
2024,"Switzerland","Female","Widowed, partnership dissolved through death",320130
2024,"Switzerland","Female","Divorced, unmarried, partnership dissolved legally",471398
2024,"Zürich","Male","Single",419432
2024,"Zürich","Male","Married, in a registered partnership",318242
2024,"Zürich","Male","Widowed, partnership dissolved through death",13199
2024,"Zürich","Male","Divorced, unmarried, partnership dissolved legally",57841
2024,"Zürich","Female","Single",369268
2024,"Zürich","Female","Married, in a registered partnership",309367
2024,"Zürich","Female","Widowed, partnership dissolved through death",48672
2024,"Zürich","Female","Divorced, unmarried, partnership dissolved legally",83734
2024,"Bern / Berne","Male","Single",255806
2024,"Bern / Berne","Male","Married, in a registered partnership",217767
2024,"Bern / Berne","Male","Widowed, partnership dissolved through death",11372
2024,"Bern / Berne","Male","Divorced, unmarried, partnership dissolved legally",41446
2024,"Bern / Berne","Female","Single",229389
2024,"Bern / Berne","Female","Married, in a registered partnership",215478
2024,"Bern / Berne","Female","Widowed, partnership dissolved through death",42517
2024,"Bern / Berne","Female","Divorced, unmarried, partnership dissolved legally",57245
2024,"Luzern","Male","Single",109712
2024,"Luzern","Male","Married, in a registered partnership",90878
2024,"Luzern","Male","Widowed, partnership dissolved through death",3879
2024,"Luzern","Male","Divorced, unmarried, partnership dissolved legally",14354
2024,"Luzern","Female","Single",95498
2024,"Luzern","Female","Married, in a registered partnership",89161
2024,"Luzern","Female","Widowed, partnership dissolved through death",15122
2024,"Luzern","Female","Divorced, unmarried, partnership dissolved legally",19305
2024,"Uri","Male","Single",9219
2024,"Uri","Male","Married, in a registered partnership",8808
2024,"Uri","Male","Widowed, partnership dissolved through death",393
2024,"Uri","Male","Divorced, unmarried, partnership dissolved legally",1112
2024,"Uri","Female","Single",7321
2024,"Uri","Female","Married, in a registered partnership",8566
2024,"Uri","Female","Widowed, partnership dissolved through death",1583
2024,"Uri","Female","Divorced, unmarried, partnership dissolved legally",1270
2024,"Schwyz","Male","Single",41016
2024,"Schwyz","Male","Married, in a registered partnership",37093
2024,"Schwyz","Male","Widowed, partnership dissolved through death",1542
2024,"Schwyz","Male","Divorced, unmarried, partnership dissolved legally",7035
2024,"Schwyz","Female","Single",33232
2024,"Schwyz","Female","Married, in a registered partnership",35480
2024,"Schwyz","Female","Widowed, partnership dissolved through death",5845
2024,"Schwyz","Female","Divorced, unmarried, partnership dissolved legally",7672
2024,"Obwalden","Male","Single",9533
2024,"Obwalden","Male","Married, in a registered partnership",8690
2024,"Obwalden","Male","Widowed, partnership dissolved through death",398
2024,"Obwalden","Male","Divorced, unmarried, partnership dissolved legally",1424
2024,"Obwalden","Female","Single",8091
2024,"Obwalden","Female","Married, in a registered partnership",8448
2024,"Obwalden","Female","Widowed, partnership dissolved through death",1503
2024,"Obwalden","Female","Divorced, unmarried, partnership dissolved legally",1566
2024,"Nidwalden","Male","Single",10898
2024,"Nidwalden","Male","Married, in a registered partnership",9940
2024,"Nidwalden","Male","Widowed, partnership dissolved through death",472
2024,"Nidwalden","Male","Divorced, unmarried, partnership dissolved legally",1885
2024,"Nidwalden","Female","Single",8791
2024,"Nidwalden","Female","Married, in a registered partnership",9631
2024,"Nidwalden","Female","Widowed, partnership dissolved through death",1647
2024,"Nidwalden","Female","Divorced, unmarried, partnership dissolved legally",2068
2024,"Glarus","Male","Single",10099
2024,"Glarus","Male","Married, in a registered partnership",9171
2024,"Glarus","Male","Widowed, partnership dissolved through death",436
2024,"Glarus","Male","Divorced, unmarried, partnership dissolved legally",1701
2024,"Glarus","Female","Single",8207
2024,"Glarus","Female","Married, in a registered partnership",8844
2024,"Glarus","Female","Widowed, partnership dissolved through death",1799
2024,"Glarus","Female","Divorced, unmarried, partnership dissolved legally",2107
2024,"Zug","Male","Single",31986
2024,"Zug","Male","Married, in a registered partnership",29708
2024,"Zug","Male","Widowed, partnership dissolved through death",1118
2024,"Zug","Male","Divorced, unmarried, partnership dissolved legally",4942
2024,"Zug","Female","Single",27577
2024,"Zug","Female","Married, in a registered partnership",28438
2024,"Zug","Female","Widowed, partnership dissolved through death",4013
2024,"Zug","Female","Divorced, unmarried, partnership dissolved legally",5943
2024,"Fribourg / Freiburg","Male","Single",88664
2024,"Fribourg / Freiburg","Male","Married, in a registered partnership",68416
2024,"Fribourg / Freiburg","Male","Widowed, partnership dissolved through death",2883
